	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Klrk1	19.794	18.999	24.306	23.194	17.196	20.713	9.861	24.779	102.682	99.241	90.22	108.655	69.339	59.331	59.947	83.597	132.188	104.747	148.1	148.911	93.366	57.405	33.673	83.411	66.409	37.774
Trappc10	28.033	22.976	26.553	26.273	19.791	15.835	20.434	16.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smyd1	0.124	0.038	0.04	0.047	0.144	0	0.322	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelfb	26.161	29.821	19.36	23.158	27.88	16.494	19.112	14.708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D030047H15Rik	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp53i13	11.072	8.793	8	8.529	1.401	2.49	1.047	1.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfpm2	0.062	0.128	0.405	0.155	0	0.052	0.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubald1	137.414	128.686	125.672	130.739	40.487	38.39	60.554	38.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlxip	50.418	56.822	55.373	54.376	39.354	33.57	48.256	65.096	27.614	31.454	29.334	25.872	23.142	28.039	25.972	19.221	26.021	13.753	24.994	20.466	8.713	21.488	17.272	22.909	19.819	10.99
Cmtm2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd10	4.673	4.379	6.321	3.965	2.76	3.11	3.562	1.664	24.955	19.983	25.108	18.432	25.416	24.465	26.16	27.921	7.092	6.418	9.978	13.576	11.956	9.026	12.701	22.384	10.843	11.405
Gm7534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp784	4.18	2.904	4.255	4.106	1.923	0.849	0.249	0.919	3.832	3.322	4.944	3.265	3.998	2.338	3.907	2.737	0	0.842	0	0.316	0	0	1.746	2.185	1.272	0.471
Sh3bp2	66.502	85.213	69.663	92.947	115.894	109.787	135.299	173.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13a	5.707	5.471	9.281	9.852	2.435	3.187	3.698	4.777	0.457	0.456	0.557	0.194	0.333	0.506	0.256	0.28	0.185	0.217	0.204	0.163	0	0	0	0.058	0.246	0
4930500F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd15	7.358	12.009	10.573	10.367	0.366	0.561	0.109	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a19	0	0	0.034	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc17	39.664	41.343	30.899	31.721	51.588	44.036	39.208	31.182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serac1	6.034	7.194	4.753	5.198	3.839	2.686	1.835	1.299	11.702	10.118	9.62	11.985	7.661	5.653	8.493	9.558	6.193	4.464	2.944	3.859	2.274	0.853	1.533	2.589	2.241	1.027
Adamts12	0	0	0.016	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Milr1	39.049	36.104	35.345	31.621	93.531	108.02	134.279	118.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3b	0	0	0	0	0	0	0	0.095	0	0	0	0	0	0	0.138	0	0	0	0	0	0	0	0	0	0	0
Slc25a19	10.421	12.27	14.805	12.312	4.04	5.981	5.653	2.417	29.004	19.108	31.818	28.959	27.31	19.966	29.433	37.174	15.773	5.38	4.003	14.276	5.542	15.929	8.391	7.367	9.887	8.23
4930428D20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssh3	55.711	60.146	42.349	41.853	93.297	73.865	48.923	50.994	7.063	4.969	4.462	7.577	6.792	4.823	4.303	7.286	12.846	7.164	7.16	8.309	4.718	11.956	6.684	6.645	7.87	4.42
Faf2	20.73	16.88	19.034	19.124	14.704	14.535	12.567	13.528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catsper4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppme1	19.354	16.619	20.346	18.426	12.834	8.534	10.146	10.75	2.83	3.776	4.453	3.288	3.724	3.689	5.686	5.295	3.156	6.494	3.56	3.559	2.425	5.794	3.03	2.96	1.966	4.974
Pip4k2c	31.376	29.677	23.638	25.521	18.916	11.131	8.978	9.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adh6-ps1	0.037	0	0	0	0.057	0.28	0.064	0	0.251	0	0.106	0	0.241	0	0	0.124	0	0	0	0.648	0	0	0	0	0.226	0.103
Nap1l1	21.793	22.366	19.58	18.282	15.038	15.785	12.484	11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkrn2	9.922	11.442	13.582	9.896	4.936	5.361	5.812	3.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r1	28.38	31.701	23.357	19.843	105.203	60.07	41.038	39.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc4	0.199	0.061	0.194	0.447	0	0.126	0.515	0.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmtf1	18.36	15.928	24.198	20.324	32.79	28.69	25.68	26.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbf1	8.248	9.2	10.34	10.606	2.877	2.19	1.696	1.401	14.192	12.023	14.625	13.601	12.767	11.708	15.432	14.08	2.618	1.989	1.954	3.21	1.18	2.473	2.976	1.632	2.825	1.456
Esx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210011C24Rik	0	0	0	0	0	0	0	0	0	0	1.304	0	0	0.336	0	0	0	0	0	0	0	0	0	0	0	0
Gmeb2	16.974	14.681	19.913	18.917	18.75	23.17	22.952	25.702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C230037L18Rik	3.561	3.075	3.71	1.78	0.822	0	1.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp6	18.262	16.245	18.547	16.132	9.517	6.961	6.407	5.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satb2	1.62	1.517	1.398	0.878	1.247	1.084	0.64	0.299	0.695	0.99	0.976	1.224	0.478	0.662	1.157	0.916	0.546	0	0.462	0	0.204	0.871	0	0.52	0.199	0.191
Ptx3	0	0	0	0	0.661	0	0	0	0	0	0	0	0	0	0	0	0	0	2.177	0	0	0	0	0	0	0
Drosha	10.418	10.275	9.695	8.475	3.476	3.611	3.172	2.78	35.703	34.007	36.914	35.755	35.628	37.052	38.978	35.675	10.974	5.745	7.211	9.999	5.763	7.006	7.34	7.725	8.781	4.192
4930425K10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU023762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc6	3.7	3.37	3.941	3.49	2.847	1.578	2.071	1.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmod1	6.983	10.523	5.625	5.452	7.036	5.09	5.154	5.442	16.98	12.501	18.211	16.622	17.738	12.368	14.635	13.149	4.818	4.766	10.706	8.205	12.58	8.233	7.324	6.718	5.644	13.045
Armh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgs1	12.673	14.955	13.706	15.603	14.785	16.996	20.917	24.023	13.405	10.012	9.312	7.361	25.39	20.342	22.598	20.835	11.825	6.134	11.091	9.677	7.949	31.199	15.739	22.87	30.616	14.093
Tmem106c	37.808	42.652	30.597	30.768	15.888	20.951	13.22	11.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata24	2.076	0.183	0.579	1.334	0.228	1.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkd1	15.726	12.458	20.138	18.773	3.04	3.405	2.565	2.301	30.357	27.995	34.576	31.645	32.557	30.669	36.398	34.899	4.79	4.838	3.325	5.143	3.385	5.786	3.747	2.343	4.229	2.896
Med6	11.793	15.115	15.717	13.401	11.77	14.193	15.895	8.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng5-ps	8.084	5.929	7.398	5.897	7.398	4.966	7.162	6.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp455	0.685	2.346	2.674	3.022	1.844	1.729	1.968	2.183	6.711	5.026	3.859	1.259	3.971	5.103	5.346	3.951	2.583	1.481	0.321	2.667	0.738	2.192	0.415	2.445	2.71	4.789
Podnl1	0	0.123	0.194	1.194	0.077	0	0.086	0	1.098	1.224	2.56	0.347	0.65	1.468	1.235	0.25	0	0	1.177	0.436	0	0	0	0	0.507	0
Thnsl2	2.034	1.959	2.197	2.604	0.611	0.627	0.428	1.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcer1g	1020.424	916.655	1011.619	1106.53	2029.314	1824.8	2027.467	1730.986	4205.203	3588.159	4078.313	4147.7	5715.46	4770.606	5306.509	5468.633	7532.797	8723.012	7084.137	7263.306	7335.894	9531.681	10651.843	8721.433	8482.048	8969.103
Pstpip1	1.291	1.246	1.242	1.178	3.973	2.551	3.679	2.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr14	11.822	16.208	17.112	17.611	77.198	74.883	106.929	123.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htatip2	31.361	30.668	26.307	30.186	16.524	16.767	11.698	11.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15350	6.195	3.944	4.684	3.296	3.691	7.065	5.516	10.325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20735	0.66	0.61	0.859	2.473	0.762	0.416	0	0.316	0.28	0	0	0	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0
Igsf11	0.06	0.037	0.079	0.136	0.14	0	0.47	0.289	1.539	1.208	0.475	0.316	0.839	1.427	0.292	0.405	0.242	1.06	0	0	1.897	0	0.989	0.142	0.369	0.212
Lrrfip2	11.646	11.664	10.993	9.184	62.322	56.016	47.959	41.294	1.023	2.194	2.63	3.428	1.243	1.404	1.487	2.18	4.565	3.398	4.505	8.903	3.649	5.665	4.266	7.017	4.458	5.062
Rpgrip1	7.481	7.147	7.779	8.243	8.934	6.615	7.361	4.975	15.523	13.509	13.669	17.428	20.593	13.753	16.82	20.483	8.286	11.862	8.25	7.133	9.158	14.059	11.392	7.532	9.091	8.691
Khk	31.806	34.006	39.552	33.424	16.451	20.08	20.127	16.838	59.72	61.093	56.352	48.608	43.921	49.015	43.116	47.725	22.136	22.461	45.268	35.855	35.334	20.725	18.234	29.95	20.703	23.256
4930425L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ckap2l	1.514	1.624	2.058	2.419	0.76	1.829	14.029	12.033	20.725	18.01	15.761	17.44	17.297	12.137	16.107	14.508	7.564	9.102	13.908	11.761	10.03	47.444	57.416	51.736	66.029	53.206
Tmem39a	11.379	13.902	11.864	14.363	14.964	12.003	15.469	12.748	8.187	5.533	6.175	9.6	8.167	5.894	6.948	8.93	8.921	7.362	9.31	11.917	5.324	8.504	12.756	9.431	10.631	7.608
Timm8a2	0	0	0.147	0	0	0	0	0	0	0	0	0.787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gripap1	25.857	25.551	24.319	28.39	28.345	28.731	31.475	23.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21814	0.106	0.306	0.277	0.266	0.218	0.089	0.061	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iba57	3.633	4.229	3.799	4.336	2.461	2.908	3.267	1.763	12.331	11.167	13.018	9.987	10.104	11.168	12.977	10.804	0.92	4.633	3.978	3.365	2.484	5.757	7.345	6.06	5.575	5.406
Rep15	0.21	0	0	0	0	0	0	0	0	0	0	0.733	0.172	0.93	0.869	0.705	0	0	0	0	0	0	0	0	0	0
Gm10548	0	0.048	0.255	0	0.181	0	0.068	0	0.199	0.662	0.056	0.137	0.128	0.462	0.324	0	0	0.992	0	0	0	0	0.925	0	0	0.055
Gm14430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcaf3	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc5	22.969	22.182	26.847	23.941	4.268	4.669	5.509	3.002	149.529	124.308	111.446	129.738	162.527	123.089	122.533	141.371	13.431	11.235	8.142	15.962	19.411	22.502	15.673	6.502	14.943	17.951
Atf7ip2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsb	23.484	23.863	5.625	4.033	9.554	11.495	4.551	3.019	10.006	5.882	13.38	11.222	6.33	3.852	9.874	7.801	1.137	3.575	7.124	3.685	3.631	0.481	2.02	4.908	1.896	4.524
Ube2j2	11.112	12.622	11.264	11.783	14.237	11.254	14.163	10.829	29.701	26.717	25.35	26.056	37.028	34.761	30.105	34.783	36.317	33.567	29.976	30.46	32.578	43.562	54.81	40.695	42.208	40.944
Ackr2	0.071	0.044	0.093	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrfap1	82.216	91.887	58.849	59.506	74.326	67.769	47.935	37.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gipc1	39.384	37.837	26.103	28.328	29.767	21.347	15.136	9.559	213.092	178.117	217.088	192.162	190.595	169.225	219.681	180.169	85.849	110.475	76.079	89.41	103.676	72.761	91.677	66.69	71.067	80.559
Recql	8.576	8.734	9.777	9.473	3.194	3.545	3.422	1.986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm4	10.557	11.299	12.279	13.212	14.616	13.093	13.996	10.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralbp1	44.119	42.479	36.344	34.515	21.846	20.437	13.831	10.71	83.804	88.523	95.731	97.66	86.14	84.428	84.26	90.023	21.004	32.643	21.686	28.734	24.135	22.597	27.939	21.233	23.409	20.285
A630095E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt19	19.756	17.813	18.946	22.137	6.651	6.914	6.391	5.548	33.067	23.593	27.236	26.941	22.249	25.253	24.786	21.499	9.224	11.811	8.165	3.53	10.182	3.893	5.852	3.284	5.903	9.39
Syngr3	0.158	0.065	0.069	0	0	0	0	0	0.447	0	0	0	0	0.078	0	0.265	0	0	0	0	0	0	0	0	0	0
E330017A01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099	0
Sugct	0.362	0.297	0.314	0.632	0.51	0.304	0.104	0.922	0.613	0.833	1.378	3.57	0.983	0.8	1.246	3.231	0	0.235	3.564	0.66	1.98	0	0.219	3.307	0	1.602
Krtap19-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daam2	1.437	0.781	1.648	1.103	0.592	1.037	0.826	0.491	0.145	0.053	0.171	0.119	0.251	0.126	0.283	0.057	0.171	0	0.318	0	0	0.159	0	0	0	0.191
Tdg	0.03	0.074	1.1	0.905	0.046	0.076	0.676	0.519	2.354	0.51	1.035	1.524	9.449	7.694	8.854	9.704	1.748	0.881	0.816	1.454	0.541	13.18	9.315	10.17	8.967	10.003
Hgs	48.152	53.754	42.517	44.297	63.555	42.037	55.587	39.51	45.762	38.698	46.098	40.584	43.597	36.345	47.508	38.367	60.232	47.712	42.074	47.523	42.465	50.815	51.331	43.978	45.677	40.337
Thtpa	7.26	7.836	9.455	8.11	4.553	4.217	3.82	2.501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb1	0.548	0.348	0.022	0.075	0	0.084	0.057	0.064	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp82	1.079	1.331	1.086	1.618	0.453	0	0.423	0.282	11.653	6.935	6.94	8.462	7.844	7.957	8.18	9.452	0.196	0	1.326	1.29	1.905	0	1.069	0	1.498	1.647
Prune2	13.175	12.42	4.979	3.682	5.276	4.349	1.535	1.514	67.515	60.433	61.526	64.179	41.583	33.741	33.012	33.826	23.639	15.722	20.399	17.337	14.496	8.32	6.511	8.981	5.973	5.719
Aip	50.59	46.348	40.868	41.629	26.776	25.313	30.059	29.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rraga	23.872	23.762	22.42	22.169	33.836	32.648	25.616	20.453	20.525	20.948	15.549	16.617	20.363	21.329	19.052	16.622	18.284	19.813	21.306	31.421	14.529	14.519	24.3	15.357	13.553	13.881
Crebl2	11.272	10.189	16.322	16.109	2.818	3.494	7.652	5.217	36.043	33.079	36.056	49.353	47.607	32.283	44.082	46.912	10.487	7.052	2.751	4.549	6.381	13.848	14.12	9.126	13.754	8.997
Elp2	25.309	25.067	23.847	23.608	12.946	9.775	10.852	7.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prelid3b	28.839	33.918	35.809	30.729	34.294	31.804	32.398	25.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clock	13.236	13.596	16.795	16.418	10.773	8.477	7.618	8.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igll1	0	0.147	0	0.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1c1	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soat1	277.303	240.777	160.107	156.615	105.563	106.91	51.1	66.265	1212.663	1154.355	1281.862	1177.129	769.605	736.809	823.697	749.458	391.453	386.294	390.397	421.452	298.398	281.653	274.734	266.769	278.387	208.437
Olfr960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qpct	0	0.062	0.327	0	0	0.127	1.039	0.384	0.681	0.617	0.502	1.137	0.983	1.11	1.038	2.271	0.903	0.293	2.121	1.1	0	0	0	2.677	2.658	0
H2-T22	15.253	14.188	22.258	25.035	14.457	18.212	26.875	45.197	10.279	10.639	9.997	8.168	19.651	24.14	23.904	18.549	12.391	12.638	21.754	14.463	12.925	34.733	35.374	46.147	30.177	31.788
Gas2	0.156	1.109	1.069	0.645	0.451	0.987	0.742	0.748	0.597	2.403	1.229	0.749	0.957	0.75	1.401	0.917	0	0	0	0	0	0	0	0	0	0.492
Cpa1	0.066	0	0.085	0	0.404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg4b	18.461	18.595	21.723	18.367	14.771	12.867	16.135	8.615	42.043	39.951	43.988	45.121	37.183	36.279	41.363	43.622	19.312	31.528	24.415	21.263	24.183	17.781	30.114	20.415	18.12	19.825
3830417A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C330018D20Rik	4.705	4.854	3.788	3.656	1.81	2.7	2.214	1.391	0	0	0	0	0	0	0.118	0.143	0	0	0	0	0	0	0	0	0.174	0
Gm13871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933401H06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102638913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71d	0	0.072	0.228	0	0	0	0.301	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim10l2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maf	481.217	558.198	334.584	351.718	34.865	47.707	24.541	29.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xlr3b	1.218	0.474	0.417	0.192	0	0.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455F16Rik	0	0	0.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem71	12.022	9.959	13.911	12.424	1.085	1.692	2.92	1.214	53.303	51.522	52.199	52.22	69.895	56.876	60.252	70.241	1.55	8.306	6.554	10.973	3.58	6.753	4.355	5.198	8.112	4.588
Odf3l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2al1i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoga1	2.278	2.108	1.154	1.139	1.315	1.598	1.092	1.211	4.403	3.112	3.075	6.066	4.957	3.64	2.791	3.5	4.805	0	2.353	1.248	4.726	2.001	0	0	1.546	3.72
Lars2	41.761	22.382	55.21	83.201	45.782	60.501	85.866	30.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16336	0	0.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm6	38.903	27.894	70.628	71.555	13.568	22.746	24.466	5.501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tigd2	12.508	13.019	14.102	14.389	16.14	13.933	18.742	17.838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfsd	7.399	8.762	8.039	6.467	3.351	1.922	2.553	1.699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kel	0	0	0	0	0	0.208	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530099J19Rik	0	0	0	0	0	0	0.128	0.498	0	0.171	0	0	0	0.329	0	0	0	0	0	0	0	0	0	0	0	0
Gm3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Numb	20.552	19.004	25.197	21.162	10.143	9.423	10.227	8.177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd3	0	0	0.072	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930550C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fem1c	18.992	23.87	29.324	23.355	16.498	18.44	17.624	29.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eme2	7.969	8.905	6.031	8.17	6.342	4.3	6.58	2.867	24.385	20.513	30.466	30.857	31.117	27.82	28.348	35.493	13.471	16.709	14.272	18.809	12.715	24.57	23.509	12.498	17.613	12.675
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptger4	1.115	0.994	6.172	7.618	17.952	16.116	19.027	10.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim45	1.265	1.232	0.693	0.599	0.154	0.224	0.23	0.34	1.732	1.568	3.393	1.972	1.412	1.603	2.171	2.342	0	0	0	0.292	0.497	0.206	0	0	0.181	0.31
1700018G05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasa1	38.942	37.276	46.011	44.586	35.212	27.71	25.159	26.587	152.633	105.157	136.088	141.159	131.682	93.344	122.044	134.447	87.282	79.377	87.915	95.087	56.977	72.301	55.086	73.512	79.706	41.918
Spn	0.302	0.102	0.751	1.071	0	0.069	0.569	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxct1	60.148	57.183	65.674	65.372	22.16	39.85	26.353	28.548	18.052	16.851	20.598	18.332	17.359	16.17	19.864	17.628	5.522	10.299	8.939	9.575	4.793	5.139	9.61	8.296	8.895	4.491
Plbd1	74.521	101.111	444.699	444.458	188.36	225.563	476.868	361.837	987.639	896.908	1064.468	1043.326	1508.109	1404.874	1632.732	1735.947	1443.524	1083.936	1315.551	1306.43	981.198	1595.453	1221.676	1583.242	1390.436	1044.296
