	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Olfr204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC061237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proser2	2	5	0	4	6	0	0	6	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	2	2
Zfp382	124	144	70	101	203	37	175	234	201.5	267	258	232	218.5	198.5	204.5	169	181	171.5	201	167	150	365.5	166.5	224.5	283.5	148.5
Rhoj	2	0	6	5	1	16	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgam	0	0	2	1	5	5	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810414N06Rik	32	15	28	18	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dreh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a7	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	2.5	3	7	0	0	0	3	0	0	0	0
D630039A03Rik	0	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd20	895	673	615	541	1243	285	416	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slamf9	177	109	194	126	160	45	148	160	216	217	237	170	238	280	285	182	111.5	86	138	91.5	88	54.5	71	133.5	63	118
A530053G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8883	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rffl	849	518	845	714	3413	964	1599	1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cc2d1b	1057	783	657	529	646	213	249	188	169.5	177.5	209.5	169	183	226	217	189	70	100.5	72	46	37	84.5	79.5	64	54.5	52
Immt	1486	1223	985	849	1554	504	655	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130015A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prmt9	200	162	141	134	186	55	74	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb17	222	221	185	235	368	137	136	145	209.5	221	264.5	188	214.5	260.5	317.5	182	198.5	108.5	102	141	178	175.5	162	140	137	222.5
Smad1	908	795	881	777	908	268	510	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c3	439	382	365	340	236	63	66	68	250.5	286.5	352.5	303.5	320	324	464.5	329	42	44	52	46.5	63.5	49	57	70.5	43.5	64
Ggps1	212	207	330	265	137	72	136	105	1	7	9	6.5	3	9	12.5	22	0	0	0	4	0	17	6.5	2	13.5	17
G6pc	13	18	6	38	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot10	111	73	98	80	355	111	158	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plppr3	416	356	363	374	478	126	223	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbp2nl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh3b1	978	739	810	648	600	190	325	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrc2	1	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfam	267	245	173	179	379	106	124	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930525G20Rik	0	0	4	4	1	0	1	0	2.5	0.5	0	0	20	5	3	10.5	0	0	0	0	0	0	0	0	0	0
Coch	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf10	2977	2439	2481	2070	2432	685	1105	795	1953.5	2123	2564	2105	1863	2092	2657.5	2205.5	836.5	707.5	964.5	678.5	733	847	711.5	956.5	705	654
F2r	31	18	51	36	85	22	67	44	22	17.5	35.5	14	33	11.5	29.5	18.5	14.5	9	43	15	36	2.5	3	45	30.5	6.5
Tubb1	0	0	3	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grtp1	3	1	1	1	5	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC042761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med7	187	209	166	110	286	93	99	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a1	1982	1334	1049	868	493	199	216	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk2a	54	27	56	44	5	3	7	3	2	2	7	2.5	4	1	3	2.5	0	0	0	0	0	0	0	0	0.5	0
Olfr371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc16	34	32	43	16	10	6	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ace2	0	0	1	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn5	6543	6016	4176	2569	22802	8496	13571	21846	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0
Zbtb4	7056	5280	6327	5339	1030	493	540	379	262.5	248	224	238.5	260.5	213	294	206.5	7	17.5	22	29.5	27.5	40.5	28	19	22.5	32
Adk	135	119	70	62	185	82	72	132	56	53.5	54.5	42.5	47	69.5	63.5	42.5	51	42.5	74.5	31.5	28	42	33.5	59	25	16.5
Samd14	11	3	13	20	0	2	3	4	2	4	3.5	0	0	2	4.5	1.5	0	0	7.5	0	0	0.5	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rd3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpot	706	538	584	454	1152	219	347	465	263.5	228	356.5	295	296.5	279.5	415.5	288.5	174	210.5	276	154	294.5	226	168	245	184	342
Olfr228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630044L22Rik	233	220	171	118	104	20	47	24	68	50	88	41	42.5	41.5	49.5	21	12.5	0.5	2	2	2.5	9	0	4	1.5	0
Zfp641	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx2	601	459	522	483	724	155	330	211	329	413	497.5	448	379	488	501.5	403	167	118	202	231	93	165	90	226	216.5	107
Coq3	95	77	90	51	83	14	11	24	1.5	2	1	1	0	2	4.5	3	9	8	0	0	0	0	0	7	3.5	0
Gm38667	144	136	95	60	148	43	90	54	44.5	25	30.5	27	48	24.5	32.5	25.5	22	20.5	6.5	10.5	16.5	24	19.5	6.5	10.5	21.5
Sardh	36	52	36	50	39	21	43	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt9	51	61	49	40	81	20	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid5a	84	113	94	48	1561	609	960	1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a1	1003	961	929	987	1070	254	289	537	194	132.5	196.5	218.5	137	98	167.5	175.5	76.5	77.5	101.5	111	9	70	86.5	55.5	99.5	17
Olfr69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp367	191	184	140	171	237	71	78	59	33.5	49	51	42.5	42.5	60	34	38.5	17.5	18	4	13	32	19	22	18	16.5	18
Nck2	385	275	436	296	516	109	170	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgll	24	23	79	42	75	19	91	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930011G23Rik	519	377	198	127	452	122	113	127	326.5	307	301.5	277.5	155.5	157	141	121.5	231	201	294	159	73	121	68	139	64.5	56
Gm4668	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3.5	2	0
Slc35b2	936	722	604	479	690	198	268	258	204	220	230	237.5	235	213.5	316.5	259	99.5	100	117	115.5	147	144	96.5	145	102	223.5
Marveld1	1421	1263	668	423	2774	590	512	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D230017M19Rik	11	14	19	13	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp16	533	425	468	371	1008	296	334	301	16	30	27	21.5	16	30	27	21.5	10	3	35	22	17	10	3	35	22	17
Dctn4	1094	1054	762	641	2956	682	1031	781	505.5	646.5	658.5	523.5	451	482.5	553.5	432	603	471	645	673	681.5	533.5	611.5	575.5	660.5	587.5
Tmprss11f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntmt1	94	70	66	44	58	20	32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Man2b2	4908	4151	3359	2812	2861	822	1170	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4	24	16	10	18	16	8	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr1d	249	236	177	161	517	109	131	105	0	0	0	0	0	0	0	0.5	0	0	0	2	0	0	0	0	0	0
5730460C07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb2l	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ndufab1	85	103	61	58	75	25	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff4	2385	1942	2220	1899	2539	982	1233	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atoh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxt1	92	82	57	53	230	41	78	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac8	85	74	46	55	48	16	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myef2	149	107	150	120	206	68	98	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdf2	1625	1371	1473	1289	8160	2470	3761	4631	129.5	163	196	159.5	103.5	116.5	149	110.5	476	485.5	521	433.5	434.5	488	419.5	496.5	469	492
Mfap3	1229	943	1535	1267	1032	223	381	320	1875.5	1772.5	2225	1718	2318	2158	2591.5	2101	367.5	364	622.5	397.5	444	587.5	451	480	473	492
Tcl1b4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otop3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr3	20	12	37	16	30	10	23	26	23.5	11.5	51.5	29	37	25	46.5	31	2.5	0	13.5	26	24	0	7	17	10.5	23.5
Gm14207	1	0	0	0	0	0	0	2	0	3	0	5.5	1	3	1	7.5	0	0	0	0	0	0	0	0	0	0
Ptprcap	13	3	12	18	2	11	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tln2	27	26	33	26	23	9	18	12	22	11.5	29.5	26	18.5	16	38.5	10.5	0	14.5	19	25	15.5	3	4	8.5	22	17.5
Tns2	34	33	53	57	34	14	57	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rimbp3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd3	1498	1119	854	732	2147	424	614	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930455H04Rik	1	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilra6	165	169	10	9	144	37	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0
Gm11564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dars	565	455	421	372	623	190	273	224	706	743.5	744.5	636	753.5	737	968.5	683.5	314	307	530	314	334	390.5	437	438	375	392
A2m	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
Ppa2	176	129	107	105	133	31	32	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pole	15	15	46	45	20	9	8	7	14.5	11.5	9	15	11.5	6	11.5	3.5	0	5	0	0	0	0	4.5	0	3.5	0
Hells	42	25	35	26	20	7	6	1	11.5	10.5	5.5	7	11.5	10.5	5.5	7	6	0	6	2	0	6	0	6	2	0
Bcas1os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030616G12Rik	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acadm	558	391	429	313	237	79	116	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14317	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Fam105a	2637	2066	1417	1384	1529	396	710	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exoc6	1011	855	852	651	162	104	107	109	1215	1077	1239.5	1157.5	1165	1109	1257.5	1056.5	100.5	200	220	166	173.5	116	151.5	234.5	178	166
Mdh1b	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst13	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1a7	1	2	4	11	6	10	6	13	15	2.5	3.5	7	5.5	3.5	2	0	0	0	20.5	8	10.5	0	0	0	0	13
Emx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17066	517	414	600	434	705	214	285	171	49	40.5	45.5	44.5	40	61.5	27.5	45	23.5	50	33.5	29	49	41.5	33	45	30	58
Tgfbi	2764	2372	5072	4652	725	357	968	717	1438.5	1176	1367.5	1482.5	1620	1365	1689	1664	306	140.5	301.5	228.5	219.5	323	176.5	297.5	225.5	267.5
Ssbp4	2001	1524	1544	1437	1906	353	1270	691	1504.5	1330.5	1739.5	1561	1927	1587	1994	1771	874	1137	866	706.5	1031.5	1157.5	1344.5	1109	941	1248
Cfap61	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ces2e	0	8	8	4	18	3	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
March3	38	29	11	3	0	3	0	2	0	3	0.5	2.5	3.5	1.5	1.5	2.5	0	0	0	0	0	0	0	0	0	0
Acvrl1	2164	1659	1698	1530	1403	302	738	591	2933.5	3498.5	3760	2791.5	2514	2705.5	3148.5	2529	753	664.5	889.5	601	910	966.5	1183.5	1095	789	925
4930447N08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdpf1	84	56	50	65	7	6	9	0	65.5	62	90.5	58.5	90.5	76.5	110	103	0	0	0	0.5	11.5	0	0	2.5	1.5	17.5
Smok2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas3	2859	2274	1136	739	3797	1235	1877	4230	104.5	190.5	145.5	100	136	197	182	91.5	299	166	444	303.5	183	406.5	223.5	327	266.5	305
Zbtb14	226	223	202	178	79	28	31	22	0	0	0	0	1	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Nat8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc12	538	381	453	417	160	46	131	64	512.5	553.5	721	505	632.5	735.5	825.5	638	107.5	59.5	133	89.5	108.5	139.5	85.5	118.5	116	143
Ebpl	57	68	38	15	38	16	11	11	1	2.5	1.5	1	0	1.5	6	0	0	0	0	4.5	0	0	0	0	2	0
Olfr808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mindy3	414	248	329	255	430	142	193	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpsg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pygo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610008E11Rik	150	117	157	96	43	20	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfb1	7598	5077	4951	4291	4904	1579	2700	1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl21b	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020D05Rik	34	17	11	20	10	4	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc39a	16	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napg	933	774	722	613	1023	296	438	349	6	5.5	7	6	3	10.5	11.5	6	0	0	1	3	0	5	0	0.5	3.5	0
Pla2g12b	1	1	1	1	19	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp3	225	222	189	132	268	76	91	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs16	6	1	0	2	3	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd1	68	83	33	31	31	12	15	27	1	1.5	9	4.5	7	11	11	31.5	7	0	0	1.5	0	15	24.5	7.5	3.5	29
Fam102a	899	592	683	547	42	27	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd2	894	849	735	626	1588	569	767	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh2	10552	9658	7197	6678	7932	2606	3825	2732	5094	4917.5	6570	5457	4920	4821	6282.5	5470.5	2409.5	2581	3338	2450.5	3625.5	2604	2356	3300.5	2517	3586.5
Pdzd3	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc24	2442	2021	1485	877	581	220	202	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn2	1372	985	938	984	1002	185	417	372	3.5	0	0	0.5	5.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0
Dync1h1	7306	6077	4928	4633	8157	2238	4081	5097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irak1bp1	2	6	5	14	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930486F22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M1ap	17	18	13	9	45	5	22	10	3.5	7	16.5	15	5	1.5	15	4	0	13	4.5	12	5	0	5	9.5	11	7.5
Myo1b	23	13	27	21	37	20	16	32	14.5	16	10.5	26.5	10	19	12	19.5	47.5	17.5	7	19.5	10	56.5	21.5	18	7.5	22
Olfr1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsph1	752	2254	235	294	2684	249	218	468	10	17	31	15.5	10	17	31	15.5	36	8	40	39.5	2.5	36	8	40	39.5	2.5
Pianp	4062	2638	480	370	1229	290	155	74	1084.5	956	1551.5	1242.5	443	334.5	638	495	223	159.5	358.5	181.5	144	66.5	65.5	216.5	59	89
4930441J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3gl2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12657	1	1	4	2	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt1	76	48	39	45	72	22	37	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsfm	130	133	69	61	133	24	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde8a	1881	1499	1064	1401	677	317	407	361	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrg3	4	1	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933424L21Rik	0	1	0	0	0	0	0	0	3	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2a2	341	272	310	216	300	112	157	61	3.5	8	2.5	4	3	7.5	2.5	2	0.5	5.5	2.5	4	4.5	0.5	5.5	2.5	1.5	4.5
Gm11487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71e1	10	7	5	11	0	0	0	1	3	2	3	0.5	1	3	0	10	2.5	0	0	3	0	2.5	0	0	0	0
Cstf3	203	176	140	154	225	76	120	86	29	23.5	37.5	19	30.5	22.5	35.5	19	22.5	12.5	24.5	38	18	22.5	12.5	24.5	38	18
Olfr806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a3	612	464	466	470	518	177	309	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2b2	242	205	376	329	1418	398	701	491	0	0.5	0	0.5	0.5	0	0	0	0	0	4	1.5	0	0	2.5	0	0	0
Olfr203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp1	53	77	37	42	136	78	102	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itih3	28	23	26	58	154	50	95	263	28.5	46	35.5	24	31.5	35.5	55.5	17	28	12.5	43.5	40	156.5	51.5	24.5	50.5	39	162
Gm20498	161	135	92	98	213	53	108	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Topors	395	535	487	356	779	267	369	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcam	7	13	12	6	17	10	22	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
